file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
sample,0.0,51.9,ead3593a-a5d6-4d98-afac-2a6de980a40f,-53.44025770712909,-58.05117555207844,4.110405603320101,4.357273004938342
