file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
sample,0.0,13.2,2a6ac9e1-a3ee-41c1-bed0-f72bf4625a5d,-51.26315104166667,-51.71490324460543,2.5365909302195218,5.004065224133292
