file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
sample,0.0,1096.38,90b075f7-c0b4-48d5-a1ee-0da3808b8041,-47.80249548514201,,,11.052750467286089
