file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
sample,0.0,97.02,46ff5a7d-16ed-41a7-a54a-65daa5f482ad,-50.49710111317254,-58.22145379527231,3.522186764991497,5.593460766212623
