file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
sample,0.0,333.36,f8ffff58-71a1-4cfe-9d41-86a206c46a25,-52.06716087712983,,,10.647862022447317
