file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
sample,0.0,80.52,1be660e2-cfc3-43a5-a7e5-605f29b5ad84,-50.65354104570293,-58.07445140693427,3.939921361055325,4.714702456662939
