file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
sample,0.0,79.68,48b4e730-85dd-4ef0-872b-e09b95cb3af4,-50.62360771209839,-56.688459652906275,4.9602922869255,6.32677841241124
