file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
sample,0.0,75.0,7f4817d5-f513-4188-b83e-453f79e81f85,-51.0855875,-59.82515903395049,2.836024845200197,3.3169562443814193
